carat,cut,color,clarity,depth,table,price
0.78,Ideal,G,SI1,62.2,55.0,3267
1.52,Fair,I,SI2,64.7,58.0,6905
2.03,Premium,J,SI2,62.7,59.0,12380
0.41,Good,F,SI1,63.9,56.0,969
1.53,Ideal,I,SI1,61.9,54.0,8971
0.36,Good,D,SI1,63.2,56.0,619
0.24,Very Good,E,VVS1,62.7,59.0,552
0.9,Very Good,G,VS2,58.8,61.0,4400
1.19,Ideal,D,VVS2,62.0,57.0,12912
1.7,Very Good,G,VS1,60.6,59.0,16955
1.01,Very Good,D,SI2,63.1,54.0,5703
0.7,Very Good,G,VS2,61.9,55.0,2507
0.72,Ideal,F,SI2,61.9,54.0,2674
1.5,Very Good,H,SI2,62.1,59.0,7365
1.2,Ideal,E,VVS1,60.1,61.0,15185
1.2,Ideal,F,VS1,60.7,57.0,9596
1.21,Ideal,E,SI1,62.0,56.0,6887
1.14,Premium,D,I1,61.8,59.0,4022
1.16,Premium,I,VS2,62.4,58.0,5016
0.55,Ideal,H,VS2,61.8,54.0,1402
1.02,Very Good,F,SI2,58.7,63.0,3875
0.3,Very Good,E,SI1,60.9,58.0,499
1.04,Premium,G,SI1,62.7,59.0,5223
0.3,Very Good,G,IF,61.4,59.0,831
0.7,Premium,G,SI2,58.0,60.0,2268
0.91,Very Good,D,SI2,62.7,59.0,3298
0.56,Very Good,D,VVS1,60.1,58.0,2959
0.55,Premium,E,VS2,58.1,62.0,1708
0.31,Ideal,G,VS2,62.1,54.0,511
0.3,Ideal,I,VVS2,62.2,55.0,515
0.32,Premium,G,VS2,62.8,58.0,720
0.9,Fair,E,I1,59.9,66.0,2138
0.94,Premium,H,VS2,62.5,58.0,4264
0.91,Very Good,F,SI2,60.9,58.0,4054
0.32,Ideal,D,VVS1,62.6,57.0,917
0.39,Ideal,E,VS2,60.5,56.0,839
1.02,Premium,G,SI1,60.8,58.0,4718
0.5,Very Good,G,SI1,62.2,60.0,1197
0.32,Ideal,D,SI1,61.4,57.0,589
0.8,Premium,H,SI1,61.5,58.0,2760
1.01,Good,E,VS2,63.9,59.0,6968
0.43,Premium,I,SI2,59.8,59.0,726
1.14,Premium,H,SI1,62.5,58.0,4948
0.51,Premium,E,VS2,62.5,60.0,1590
1.21,Very Good,I,VS1,61.2,58.0,5866
0.4,Good,D,VS2,63.2,57.0,786
1.06,Premium,G,VS1,62.8,56.0,7130
0.36,Ideal,F,VS2,60.9,57.0,726
1.09,Premium,G,VS2,61.0,59.0,6906
0.4,Good,F,SI1,63.6,59.0,678
0.4,Premium,E,SI2,61.4,59.0,666
0.5,Very Good,E,SI1,63.3,59.0,1415
0.32,Premium,G,SI1,61.6,58.0,477
0.7,Ideal,E,SI2,60.6,56.0,2405
0.37,Ideal,D,VVS1,62.0,56.0,1233
1.51,Premium,J,SI1,61.2,62.0,6976
0.43,Premium,E,SI2,61.2,59.0,716
1.02,Good,I,SI2,63.6,56.0,3856
0.52,Ideal,G,VS2,61.3,56.0,1737
1.01,Very Good,F,SI1,61.9,57.0,4619
1.01,Very Good,E,SI2,62.2,58.0,4575
0.34,Ideal,G,IF,61.9,57.0,1084
0.76,Ideal,D,VS2,61.2,57.0,3384
0.56,Very Good,E,VVS2,60.3,57.0,2304
1.01,Good,F,SI2,58.2,61.0,4140
1.02,Premium,H,VS1,62.1,59.0,5469
0.26,Premium,E,VS2,62.1,56.0,580
0.41,Ideal,I,VVS2,61.7,56.0,827
0.37,Premium,I,VS1,61.4,59.0,749
0.7,Very Good,F,VVS2,63.2,58.0,2932
0.31,Very Good,J,SI2,63.3,58.0,430
0.55,Ideal,F,VS2,61.1,56.0,1819
0.7,Premium,J,VS2,61.2,60.0,1940
1.92,Ideal,H,SI1,61.3,57.0,15472
1.2,Premium,G,SI1,62.3,59.0,6586
0.4,Ideal,D,SI1,62.0,56.0,772
1.5,Premium,I,SI2,59.5,62.0,7140
0.56,Ideal,D,IF,60.8,58.0,4632
0.38,Ideal,I,VVS2,62.6,54.0,766
0.53,Very Good,G,VVS2,60.5,59.0,1724
0.32,Good,E,VS2,64.1,54.0,556
0.32,Ideal,D,SI1,60.8,57.0,756
0.9,Premium,I,VS1,62.2,58.0,3580
1.2,Very Good,J,SI1,61.3,59.0,4891
1.7,Premium,E,SI2,59.8,59.0,9596
1.05,Ideal,D,SI1,60.0,55.0,5104
0.31,Very Good,D,IF,62.0,56.0,1331
0.96,Ideal,G,SI2,62.1,57.0,3871
0.91,Premium,F,SI2,60.8,59.0,3845
1.02,Very Good,G,VVS2,62.7,58.0,9596
0.3,Premium,D,SI1,59.7,59.0,709
0.35,Premium,H,VS1,61.7,59.0,614
0.71,Very Good,I,VS2,62.3,58.0,2052
1.06,Very Good,G,VVS2,62.9,56.0,7695
1.04,Ideal,J,VS2,61.3,54.0,4550
0.38,Ideal,I,VS1,62.4,54.4,703
0.3,Ideal,H,VVS2,61.1,55.0,605
1.63,Very Good,H,VVS1,59.1,58.0,13211
0.42,Ideal,D,SI1,62.0,55.0,1040
1.01,Good,D,SI1,65.1,57.0,5544
1.0,Ideal,E,SI1,62.3,55.0,5299
1.51,Good,F,VS2,61.0,63.0,13010
0.47,Premium,H,VS1,60.3,61.0,1244
1.53,Premium,G,I1,62.8,58.0,6183
1.0,Premium,H,VS1,62.7,58.0,4732
1.0,Good,E,VS2,57.4,62.0,6272
1.51,Premium,F,VS2,62.0,59.0,13945
0.31,Premium,E,SI1,59.3,59.0,698
0.42,Premium,E,SI1,61.6,59.0,992
0.34,Very Good,G,SI1,61.2,54.0,536
0.67,Premium,D,SI2,62.9,56.0,1819
1.0,Premium,G,SI1,62.7,59.0,5292
0.7,Premium,G,SI1,62.0,61.0,2184
0.3,Premium,G,VVS1,60.5,59.0,1013
0.41,Very Good,G,VS2,61.3,57.0,827
0.28,Ideal,F,SI1,60.6,55.0,481
1.36,Premium,I,VS2,59.3,58.0,6017
0.54,Ideal,G,VS2,61.0,57.0,1644
1.33,Good,D,VS2,63.6,58.0,11023
1.25,Ideal,G,SI1,62.5,54.0,6580
0.31,Good,G,VVS1,63.5,57.0,816
0.75,Premium,G,SI2,62.7,58.0,2268
0.25,Ideal,G,VS2,61.4,57.0,459
2.04,Premium,I,SI2,60.3,60.0,14660
0.31,Good,H,VVS2,63.4,56.0,625
0.55,Ideal,G,VS1,61.5,57.0,1763
0.37,Premium,F,VS2,61.2,60.0,957
0.38,Premium,I,VS2,60.2,58.0,812
0.91,Premium,E,SI2,61.1,59.0,3639
0.44,Premium,E,SI1,62.3,58.0,778
0.46,Ideal,G,IF,61.1,56.0,1987
0.31,Very Good,F,VS2,62.8,57.0,625
0.67,Premium,G,VVS2,60.1,60.0,2658
1.14,Ideal,F,VS2,61.9,57.0,7819
1.53,Premium,H,VS2,59.3,59.0,10224
0.71,Premium,G,SI1,61.7,58.0,2386
1.51,Good,H,VS2,63.6,61.0,8904
0.9,Premium,I,SI2,60.6,60.0,2948
0.7,Premium,F,SI1,61.8,59.0,2268
0.5,Ideal,G,SI1,62.1,56.0,1286
1.01,Very Good,H,SI2,63.5,55.0,3032
2.07,Fair,D,SI2,64.5,60.0,13016
0.71,Ideal,F,SI2,65.3,53.0,2445
0.71,Ideal,E,SI2,62.3,57.0,2190
0.3,Good,H,SI1,63.9,55.0,421
0.3,Ideal,F,VS2,60.7,56.0,776
1.07,Premium,G,SI2,62.0,59.0,4401
1.06,Ideal,G,VS2,62.8,55.0,7160
0.46,Very Good,E,VS2,61.3,57.0,1081
0.83,Ideal,H,SI1,62.4,57.0,2720
0.38,Ideal,E,VVS2,60.9,56.0,1068
1.11,Good,D,SI2,58.0,62.0,5015
0.71,Very Good,G,SI1,63.4,56.0,2364
0.4,Ideal,E,VVS1,61.7,57.0,1333
0.53,Very Good,D,VS2,62.6,58.0,1682
0.73,Ideal,G,VS1,60.7,57.0,3411
0.66,Ideal,H,SI1,62.4,58.0,1609
0.32,Ideal,G,VS2,62.0,57.0,672
0.54,Ideal,H,IF,60.9,57.0,2096
0.3,Premium,D,SI2,60.2,60.0,574
1.05,Fair,D,SI2,65.4,59.0,3816
0.7,Very Good,E,SI1,59.9,63.0,2777
0.61,Premium,E,SI1,60.1,59.0,1812
0.3,Premium,D,VS2,60.5,58.0,911
1.34,Premium,G,SI2,61.7,58.0,6464
1.19,Good,H,VS1,60.8,61.0,7152
0.99,Very Good,F,SI1,62.5,58.0,5112
1.0,Very Good,F,SI1,63.1,59.0,4234
0.41,Premium,E,VS1,62.2,57.0,1153
0.57,Premium,G,VS1,62.4,58.0,1851
2.31,Premium,J,VVS1,62.1,58.0,16100
0.94,Ideal,D,SI2,62.2,56.0,5155
0.9,Premium,F,VS1,59.0,58.0,4770
1.06,Very Good,F,SI2,62.6,60.0,4634
2.16,Ideal,F,I1,61.0,57.0,9036
0.71,Premium,H,VVS2,61.5,62.0,2863
0.23,Very Good,D,VS1,61.9,58.0,402
1.0,Ideal,E,VS2,62.0,55.0,6043
2.04,Ideal,J,IF,61.5,58.0,17327
0.3,Good,J,VS2,63.4,57.0,368
1.01,Fair,D,SI1,64.7,57.0,5430
0.73,Very Good,G,SI2,62.2,58.0,2057
1.0,Premium,D,SI1,62.2,58.0,5096
0.24,Very Good,D,VVS1,61.9,54.0,492
0.31,Very Good,E,SI1,63.0,57.0,544
1.2,Very Good,F,VS1,62.9,57.0,9586
0.7,Very Good,H,VS1,62.6,57.0,2482
0.36,Ideal,G,VS2,60.6,56.0,664
0.38,Premium,D,VS1,62.4,59.0,1067
1.09,Ideal,I,VS1,61.4,56.0,6225
0.6,Premium,F,SI1,62.9,59.0,1323
1.04,Premium,D,IF,60.6,56.0,15671
0.33,Ideal,G,VS2,61.4,56.1,604
0.32,Ideal,I,VVS2,61.2,56.0,548
1.0,Fair,F,SI1,65.4,59.0,4798
0.33,Very Good,G,VS2,59.3,61.0,579
0.56,Ideal,H,VVS2,61.8,56.0,2118
1.22,Ideal,H,VS1,62.7,55.0,5773
0.5,Very Good,G,SI1,62.1,59.0,1237
1.01,Very Good,G,IF,62.8,57.0,8621
1.01,Very Good,F,VS1,62.5,60.0,7079
1.53,Ideal,J,SI1,62.2,58.0,7721
0.31,Very Good,D,SI1,63.5,57.0,732
0.36,Premium,E,VS1,60.4,58.0,852
1.7,Ideal,I,VVS2,61.7,57.0,13247
1.09,Ideal,G,SI2,62.1,56.0,4586
0.41,Fair,I,VS1,65.3,58.0,735
0.32,Ideal,G,VS1,61.7,55.0,828
1.65,Ideal,G,VS2,62.2,55.0,9425
1.0,Good,F,VVS2,56.5,63.0,7016
0.3,Ideal,I,SI1,61.3,56.0,394
0.37,Premium,D,VVS1,61.4,58.0,1142
0.72,Ideal,G,SI2,61.5,55.0,2420
0.32,Premium,G,VVS1,60.9,61.0,1080
0.4,Very Good,E,VVS2,62.1,59.0,1189
0.32,Ideal,G,IF,61.9,54.0,918
1.14,Ideal,G,SI2,61.5,55.0,5675
0.54,Ideal,H,SI1,62.2,56.0,1240
0.81,Ideal,E,SI2,63.0,56.0,2901
1.63,Ideal,I,VVS2,62.3,54.7,12174
0.61,Premium,F,SI2,60.9,58.0,1401
1.5,Fair,H,VS2,65.2,58.0,10206
0.3,Very Good,H,VS1,63.2,59.0,639
0.41,Ideal,F,VS2,62.7,56.0,863
1.01,Very Good,D,VVS1,62.8,57.0,13312
0.9,Very Good,D,SI2,58.1,60.0,3371
0.52,Ideal,D,SI1,62.2,54.0,1429
0.71,Premium,E,SI1,62.7,58.0,2853
1.03,Ideal,D,VS1,62.6,57.0,8645
0.5,Ideal,H,IF,61.8,56.0,2352
1.34,Ideal,H,VVS1,62.1,56.0,10255
0.71,Premium,F,VS1,59.1,59.0,2920
0.71,Ideal,E,VS2,59.5,57.0,3035
0.54,Ideal,G,IF,61.5,55.0,2289
0.3,Good,G,VS1,63.1,59.0,605
0.33,Ideal,H,VVS1,62.1,53.0,730
0.27,Very Good,J,VVS2,60.8,57.0,443
1.81,Premium,I,VS2,62.7,58.0,12939
1.08,Very Good,H,VS2,62.9,59.0,5515
1.12,Premium,F,SI2,60.5,59.0,4654
0.32,Good,D,SI1,63.3,57.0,589
0.3,Ideal,H,SI1,60.9,58.0,450
1.01,Premium,F,SI2,62.2,58.0,3597
1.21,Very Good,G,SI2,59.6,60.0,5556
0.31,Ideal,H,VS2,61.2,56.0,507
1.0,Premium,I,VS1,60.1,62.0,3763
0.91,Premium,E,I1,59.6,59.0,2464
2.06,Ideal,I,SI1,62.0,56.0,16960
0.72,Very Good,E,VVS1,61.2,57.0,4847
0.33,Ideal,H,VVS2,61.6,55.0,633
1.06,Ideal,H,VS2,62.5,57.0,5889
0.3,Ideal,E,VVS1,60.0,60.0,826
1.01,Very Good,F,VS1,63.2,58.0,7107
0.5,Good,D,SI1,60.5,57.0,1447
0.4,Very Good,J,VS2,62.5,60.0,596
0.54,Ideal,G,VS1,61.8,56.0,1724
0.35,Ideal,H,VVS1,61.5,57.0,798
0.78,Ideal,I,VS2,59.8,58.0,2652
0.39,Ideal,E,VS2,60.4,56.0,985
0.33,Good,F,VS2,59.5,61.0,643
0.31,Ideal,H,VVS2,61.4,56.0,609
0.7,Good,I,I1,63.9,62.0,1111
1.4,Ideal,H,VS2,63.0,56.0,8977
0.74,Ideal,F,VS1,61.7,56.0,3170
0.51,Ideal,G,VS2,62.0,56.0,1443
1.32,Ideal,G,VS2,61.1,57.0,9580
1.02,Premium,G,I1,60.3,58.0,2815
0.7,Premium,H,VVS2,62.1,58.0,2536
0.34,Ideal,D,I1,62.5,57.0,530
1.01,Very Good,E,VS1,63.1,56.0,9955
1.08,Good,E,SI1,63.1,59.0,5096
0.42,Premium,D,VS1,60.8,60.0,1235
1.1,Premium,E,SI2,59.1,60.0,4967
0.7,Very Good,I,SI1,59.4,62.0,2058
1.0,Good,H,VS2,60.9,61.0,5254
0.91,Very Good,E,VS2,62.8,59.0,4823
0.59,Very Good,G,VS1,57.4,63.0,1915
1.04,Very Good,F,SI1,62.9,54.0,5525
1.03,Ideal,G,SI1,62.4,57.0,4764
0.34,Ideal,F,VS2,61.6,57.0,880
1.02,Premium,F,SI2,62.0,59.0,4238
0.72,Very Good,E,VS2,63.0,58.0,3065
0.3,Very Good,G,VS1,62.9,60.0,605
0.41,Very Good,D,SI1,64.1,54.0,689
0.62,Premium,F,VS1,60.1,58.0,1942
1.53,Premium,H,VS2,62.7,56.0,11104
1.01,Premium,G,VS1,60.8,58.0,6499
0.4,Ideal,G,IF,61.8,55.0,1239
1.01,Very Good,I,SI2,63.4,57.0,5000
0.51,Premium,I,VS2,62.9,55.0,1179
0.53,Ideal,G,VS2,62.5,56.0,1607
1.0,Very Good,E,VS2,63.8,59.0,6315
1.01,Good,G,VS2,60.3,57.0,5655
0.9,Good,F,VS1,63.5,57.0,4580
1.01,Ideal,E,VVS2,61.7,55.0,10852
1.12,Premium,G,IF,61.2,58.0,9612
0.43,Good,D,SI1,63.8,55.0,993
0.48,Fair,F,SI1,56.4,59.0,994
0.91,Ideal,G,SI2,61.8,56.0,3557
1.26,Ideal,G,SI2,61.8,57.0,6362
0.3,Ideal,G,SI2,60.6,56.0,405
1.1,Good,F,SI2,60.5,61.0,4674
0.3,Premium,E,VS1,60.6,62.0,851
0.7,Fair,F,VS2,64.5,57.0,2762
0.4,Good,E,SI2,63.9,57.0,622
1.01,Premium,G,VS2,62.4,58.0,6108
0.82,Very Good,G,SI1,63.1,52.0,2716
0.55,Ideal,I,VS1,62.2,55.0,1238
0.7,Good,E,VS2,60.1,62.0,2606
1.25,Premium,J,VS1,62.2,58.0,5740
1.01,Good,I,SI2,62.6,59.0,3823
2.04,Very Good,I,I1,59.3,61.0,8257
0.55,Ideal,J,SI1,62.5,57.0,1059
0.52,Good,G,VVS1,58.3,59.0,1754
1.24,Ideal,J,SI2,61.6,57.0,4666
0.36,Premium,I,VS2,61.6,58.0,648
0.9,Ideal,G,VS2,62.7,56.0,4133
0.31,Very Good,J,VS2,62.7,58.0,380
0.91,Premium,F,SI2,59.8,58.0,2564
0.9,Premium,G,VS2,61.8,60.0,4386
1.23,Good,J,VS2,63.6,57.0,5290
1.5,Very Good,J,SI1,62.5,58.0,6987
1.07,Premium,H,SI1,62.1,58.0,5055
1.52,Premium,H,VVS2,61.2,58.0,11979
2.11,Premium,H,VS2,60.8,61.0,16395
0.3,Premium,D,VS2,60.4,59.0,911
1.01,Very Good,E,SI1,63.1,57.0,5085
1.51,Good,J,VS2,64.0,58.0,6936
1.01,Ideal,G,SI1,60.7,58.0,4868
1.04,Very Good,H,SI2,62.4,58.0,3546
0.53,Ideal,J,VS1,61.4,55.2,1218
0.32,Ideal,I,IF,60.8,54.0,864
0.9,Ideal,E,SI2,62.7,54.0,4091
0.71,Ideal,F,SI1,62.7,55.0,2346
0.31,Ideal,G,VVS1,60.9,55.0,789
1.04,Ideal,G,SI2,62.0,56.0,4752
0.31,Ideal,D,VVS2,60.9,57.0,777
1.28,Very Good,G,VVS2,59.5,56.0,11478
0.69,Premium,H,SI1,62.8,58.0,1822
0.7,Premium,F,SI2,60.3,58.0,1806
0.43,Ideal,I,VVS1,63.0,56.0,968
0.42,Premium,G,SI1,62.7,58.0,687
1.01,Premium,F,SI1,62.2,59.0,5345
0.32,Ideal,G,VVS1,61.4,57.0,814
1.34,Ideal,J,VS1,62.0,57.0,5748
1.26,Premium,H,SI1,61.3,57.0,7056
1.0,Premium,I,SI1,59.6,58.0,4592
0.51,Premium,E,SI2,62.7,52.0,1205
0.55,Premium,D,VS2,61.3,60.0,1928
1.46,Very Good,I,SI1,62.5,57.0,7146
0.39,Very Good,H,VVS2,62.1,58.0,855
2.46,Premium,E,SI2,59.7,59.0,10470
0.9,Very Good,G,VS2,61.3,59.0,4269
0.41,Very Good,I,VVS1,61.9,57.0,863
0.31,Ideal,D,SI1,62.3,55.0,732
1.06,Premium,G,VVS2,62.4,55.0,7627
0.31,Ideal,F,VVS2,62.4,55.0,761
0.67,Very Good,I,IF,61.4,56.0,2066
1.71,Good,G,SI2,63.7,57.0,6847
0.26,Ideal,F,VVS2,61.6,57.0,769
2.4,Good,I,SI1,56.9,62.0,18541
0.9,Very Good,H,SI1,60.8,57.0,3770
0.53,Very Good,D,VVS2,61.1,55.0,2472
0.31,Ideal,F,IF,62.0,56.0,1046
0.7,Ideal,G,VVS2,60.6,56.0,3191
1.1,Premium,H,SI2,62.2,58.0,4537
0.23,Very Good,F,VVS2,63.1,56.0,472
0.41,Good,E,VS2,58.1,59.0,772
0.31,Very Good,G,VS1,60.8,61.0,625
0.7,Ideal,E,SI1,61.9,56.0,3330
0.51,Very Good,F,VVS2,62.0,55.0,2041
1.2,Very Good,F,VS2,61.1,58.0,8232
0.44,Ideal,H,IF,61.4,55.0,1177
1.01,Very Good,E,VVS2,62.8,56.0,9089
2.0,Premium,G,SI2,60.7,60.0,10833
1.01,Premium,I,SI1,62.9,58.0,4242
1.1,Very Good,D,VVS2,61.7,56.0,11132
1.0,Very Good,H,VS2,63.3,60.0,4514
0.27,Very Good,E,VVS2,59.7,61.0,567
1.02,Very Good,E,I1,60.6,63.0,3199
0.73,Premium,E,VS2,61.9,57.0,3127
0.54,Premium,E,VS1,61.3,56.0,1960
1.23,Premium,F,VS1,60.8,58.0,9471
0.7,Ideal,F,VS1,61.6,54.0,2839
0.59,Ideal,D,VVS1,62.3,54.0,3791
1.21,Premium,H,SI1,60.5,60.0,4743
0.7,Very Good,E,VVS2,60.7,56.0,3295
0.9,Very Good,I,VS2,62.5,57.0,3209
0.54,Ideal,H,VS1,61.9,56.0,1637
1.04,Very Good,F,SI2,62.4,54.0,4364
1.0,Good,D,SI1,64.8,58.0,5013
2.26,Ideal,H,SI2,62.2,56.0,17312
0.6,Ideal,D,SI1,61.4,55.0,1698
1.02,Ideal,G,VVS2,62.1,57.0,8401
0.9,Fair,I,I1,67.2,60.0,1786
0.54,Ideal,F,SI1,61.3,55.0,1385
0.5,Ideal,H,VVS2,60.3,58.0,1608
0.34,Premium,F,VS2,62.6,59.0,880
1.35,Ideal,J,SI1,61.0,55.0,4423
0.39,Fair,E,SI1,65.6,60.0,601
0.5,Fair,H,VS1,67.1,58.0,1134
0.4,Premium,G,VVS2,59.7,58.0,1050
0.53,Very Good,G,VS1,61.2,57.0,1648
0.35,Very Good,E,VS2,58.9,59.0,767
1.51,Premium,F,SI1,62.2,58.0,10693
0.4,Good,E,SI2,64.2,57.0,798
0.9,Good,D,SI1,64.1,56.0,3755
0.29,Ideal,D,VS1,61.7,57.0,647
0.77,Ideal,D,SI2,62.1,56.0,2896
0.72,Ideal,D,SI1,61.9,55.0,2903
1.06,Very Good,G,VS1,61.7,57.0,7132
0.42,Good,F,VS1,59.9,65.0,1088
1.07,Ideal,H,VS2,63.6,59.0,5698
1.01,Very Good,E,VS1,62.6,57.0,7306
0.31,Ideal,D,SI1,62.6,57.0,732
0.55,Ideal,G,VVS2,61.4,56.0,2028
0.31,Ideal,F,VS2,60.8,57.0,583
0.36,Very Good,E,VS2,62.8,55.0,789
0.51,Good,E,VVS2,62.0,60.5,1980
2.02,Premium,F,SI2,61.3,59.0,18274
1.91,Very Good,G,SI1,63.1,59.0,15241
0.3,Very Good,F,VS2,58.8,60.0,524
1.51,Very Good,G,SI1,59.6,60.0,11029
0.28,Very Good,H,VS1,63.1,55.0,429
1.21,Very Good,J,VS2,62.4,58.0,4191
0.92,Ideal,I,VS1,62.3,55.0,4587
0.54,Ideal,I,VS1,61.2,58.0,1304
1.28,Ideal,G,SI2,61.4,57.0,5888
1.12,Premium,H,VS1,59.6,57.0,5055
0.7,Ideal,F,SI2,60.1,57.0,2163
0.4,Ideal,F,VVS2,60.1,57.0,990
1.01,Premium,E,SI2,62.9,59.0,4688
0.31,Ideal,I,VVS1,61.2,55.6,536
1.0,Very Good,E,SI2,60.6,61.0,4312
1.5,Premium,D,VS2,60.2,59.0,15052
1.03,Ideal,G,SI1,61.6,55.0,5518
1.52,Premium,E,VS1,59.9,60.0,16779
0.56,Ideal,D,SI1,61.9,55.0,1677
0.32,Premium,G,VS2,58.4,57.0,672
1.2,Premium,H,SI2,62.8,61.0,4973
0.95,Ideal,F,SI1,61.7,56.0,6291
0.4,Ideal,F,VS1,61.3,57.0,917
0.58,Ideal,F,VS2,62.1,55.0,1790
0.41,Ideal,G,VS2,62.1,57.0,827
1.7,Ideal,J,SI2,60.5,57.0,8505
0.31,Very Good,H,VS2,63.1,57.0,628
1.08,Ideal,G,VS1,62.0,55.0,6779
0.73,Ideal,D,VS2,60.7,57.0,4134
0.71,Fair,G,VS1,65.5,55.0,2686
1.5,Good,J,VS2,63.6,58.0,7177
0.44,Ideal,J,VVS2,62.1,55.0,726
0.52,Ideal,E,SI1,62.4,58.0,1656
0.91,Fair,E,SI2,64.5,60.0,3119
1.06,Ideal,H,VVS2,61.8,60.0,6698
0.43,Ideal,J,VVS2,61.8,55.0,710
0.55,Very Good,J,VS2,62.9,54.0,1179
0.31,Very Good,E,VVS2,64.2,55.0,721
0.38,Ideal,D,SI1,61.3,57.0,884
2.0,Premium,H,SI1,59.8,60.0,13986
0.34,Ideal,I,IF,61.6,54.0,695
0.65,Very Good,G,VS2,63.2,57.0,2009
1.05,Ideal,J,VS1,60.6,56.0,3528
0.39,Ideal,F,SI1,61.8,55.0,711
1.06,Premium,E,SI2,61.7,62.0,4654
1.3,Ideal,F,VVS2,62.4,57.0,12734
1.51,Ideal,G,VS2,62.0,56.0,13234
0.55,Very Good,F,VS2,62.1,55.4,1777
0.74,Very Good,F,SI2,63.1,58.0,1909
0.4,Ideal,D,VVS2,61.9,56.0,1263
0.3,Very Good,G,VVS1,63.5,57.0,1013
0.35,Ideal,G,VVS1,61.7,56.0,887
1.1,Premium,I,SI2,62.9,59.0,3604
0.5,Very Good,H,VS2,62.3,57.0,1337
0.73,Very Good,H,VS1,58.7,61.0,2446
0.51,Premium,F,SI2,62.3,62.0,956
0.32,Very Good,G,VS2,60.1,61.0,524
1.01,Premium,D,SI1,61.7,59.0,5210
0.76,Ideal,F,VS2,61.6,55.0,2725
0.3,Very Good,J,VS1,63.5,58.0,506
1.01,Good,H,SI2,63.9,58.0,3959
1.05,Very Good,I,VS2,62.4,59.0,4975
0.34,Ideal,E,VS1,62.1,56.0,805
1.51,Fair,E,VS2,65.0,58.0,12829
0.54,Ideal,D,VS1,61.4,57.0,2039
0.41,Ideal,E,SI1,62.6,57.0,969
0.74,Ideal,D,VS1,61.7,55.0,3746
0.46,Ideal,G,VVS1,62.2,57.0,1393
0.31,Good,F,VS2,63.7,59.0,583
0.9,Very Good,E,IF,63.9,55.0,7747
0.36,Ideal,H,SI1,61.7,54.0,538
1.51,Premium,G,SI1,60.6,60.0,10267
0.26,Very Good,D,VVS2,60.4,59.0,597
0.34,Ideal,D,VS2,60.6,57.0,1033
1.75,Good,D,SI1,63.8,57.0,12918
1.2,Very Good,F,VS2,62.4,58.0,8829
0.76,Very Good,I,SI1,57.5,62.0,2316
0.3,Ideal,F,IF,61.7,58.0,886
0.35,Ideal,D,VVS1,61.4,55.0,1672
1.05,Very Good,I,SI1,62.6,56.0,4688
0.51,Ideal,G,VVS1,61.6,56.0,1933
1.03,Good,D,SI2,57.6,58.0,4177
0.41,Ideal,F,VVS2,62.9,54.0,1192
1.01,Good,F,VS2,62.5,62.0,6089
0.4,Premium,D,VVS2,60.7,60.0,1323
0.38,Ideal,D,VS1,62.5,56.0,1067
1.22,Premium,I,SI2,61.5,61.0,4735
0.71,Ideal,F,SI1,62.9,57.0,2381
0.32,Ideal,G,VS2,61.4,56.0,720
0.3,Ideal,E,SI1,61.9,57.0,564
0.3,Premium,H,SI1,62.2,60.0,540
0.31,Very Good,H,VS2,62.2,59.0,489
0.31,Ideal,D,VS2,62.3,55.0,942
1.5,Good,E,SI1,63.9,54.0,11948
0.35,Premium,H,VS1,61.3,59.0,614
0.33,Ideal,D,VS2,60.9,56.0,940
0.57,Ideal,F,VVS2,62.0,55.0,2339
0.31,Ideal,D,VS2,62.2,56.0,734
0.71,Very Good,F,SI1,62.8,59.0,2427
1.01,Good,F,SI1,63.5,59.0,4899
0.9,Premium,F,SI2,62.6,62.0,3210
2.01,Very Good,J,SI1,60.3,58.0,12392
0.28,Ideal,F,VVS2,61.8,56.0,642
1.5,Premium,F,VVS2,58.8,58.0,17203
1.54,Premium,I,SI2,61.2,58.0,7631
0.7,Premium,H,VVS1,59.2,60.0,2840
0.41,Very Good,E,VVS2,62.2,57.0,1116
1.5,Ideal,I,VS1,61.3,57.0,10080
1.24,Very Good,J,SI2,62.2,58.0,4583
1.08,Premium,H,VS1,59.6,59.0,5582
0.73,Ideal,D,SI1,62.4,53.0,3195
0.33,Ideal,G,VVS2,62.5,54.0,965
0.36,Very Good,E,VS2,61.3,60.0,789
0.7,Ideal,G,SI2,62.6,56.0,2268
0.24,Good,E,VVS1,63.8,56.0,499
1.03,Premium,H,VS1,61.2,58.0,5744
1.56,Very Good,I,SI1,60.2,61.0,8470
0.32,Very Good,G,VS1,62.1,56.0,645
0.38,Ideal,H,VVS1,60.7,56.0,1069
0.33,Premium,G,VS2,60.6,61.0,743
1.54,Premium,I,SI2,61.5,61.0,6278
1.52,Very Good,D,SI2,61.2,63.0,9030
0.9,Very Good,F,VS1,60.7,57.0,5242
0.9,Good,E,SI1,63.8,61.0,3391
1.55,Very Good,G,SI1,59.8,59.0,9428
0.64,Ideal,D,SI1,62.1,56.0,1967
0.73,Very Good,D,VS1,61.1,59.0,4116
0.4,Premium,F,SI2,62.6,60.0,810
1.52,Premium,G,I1,61.7,58.0,3820
0.31,Ideal,G,IF,61.3,57.0,891
0.52,Good,E,SI2,63.7,56.0,1229
1.23,Ideal,J,VS1,62.2,55.0,6100
